time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-10-20T02:49:46.900Z,34.1243333,-117.4771667,4.52,1.2,ml,48,45,0.04032,0.17,ci,ci39837983,2021-10-20T16:40:19.566Z,"3km NNW of Fontana, CA",earthquake,0.19,0.35,0.167,27,reviewed,ci,ci
2021-10-20T02:44:04.736Z,35.0391,25.2584,7.15,4.3,mb,,122,0.39,0.84,us,us6000fw0x,2021-10-20T12:18:19.580Z,"10 km ENE of Pýrgos, Greece",earthquake,6.1,5.7,0.113,22,reviewed,us,us
2021-10-20T02:41:18.260Z,38.822834,-122.8021698,2.58,0.35,md,7,131,0.0062,0.02,nc,nc73641645,2021-10-20T04:06:11.149Z,"6km NW of The Geysers, CA",earthquake,0.53,1.22,,1,automatic,nc,nc
2021-10-20T02:25:24.770Z,19.1843338012695,-155.436492919922,34.1100006103516,1.87,md,28,156,,0.109999999,hv,hv72762947,2021-10-20T02:28:28.310Z,"4 km ESE of Pāhala, Hawaii",earthquake,0.61,0.910000026,,4,automatic,hv,hv
2021-10-20T02:15:24.510Z,36.89316667,-97.38216667,7.63,1.43,ml,56,121,0.142172101,0.3,ok,ok2021unrj,2021-10-20T12:26:13.520Z,"5 km SW of Braman, Oklahoma",earthquake,,0.9,0.25,17,reviewed,ok,ok
2021-10-20T02:13:05.966Z,63.264,-151.0812,14.8,1.3,ml,,,,0.78,ak,ak021dglqcoh,2021-10-20T02:19:00.050Z,"44 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-20T02:02:05.290Z,37.887,-118.5948333,2.63,1.31,md,14,329,0.2715,0.05,nc,nc73641640,2021-10-20T17:39:48.867Z,"37km NNE of Toms Place, CA",earthquake,0.92,31.61,0.088,14,reviewed,nc,nc
2021-10-20T01:55:09.633Z,38.1393,-117.9288,9.7,1.5,ml,20,75.14,0.024,0.1243,nn,nn00826210,2021-10-20T18:45:17.709Z,"32 km SSE of Mina, Nevada",earthquake,,0.6,0.32,9,reviewed,nn,nn
2021-10-20T01:51:43.430Z,33.9255,-117.6005,8.24,0.48,ml,9,133,0.01391,0.17,ci,ci39837959,2021-10-20T14:34:26.760Z,"5km W of Norco, CA",earthquake,0.43,0.83,0.077,2,reviewed,ci,ci
2021-10-20T01:44:21.699Z,61.4831,-151.8427,12.5,1.1,ml,,,,0.48,ak,ak021dglblih,2021-10-20T01:47:36.797Z,"55 km NW of Beluga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-10-20T01:41:15.480Z,36.2165,-117.8605,4.73,1.56,ml,30,52,0.09882,0.15,ci,ci39837951,2021-10-20T16:28:53.980Z,"15km ESE of Olancha, CA",earthquake,0.19,0.92,0.261,20,reviewed,ci,ci
2021-10-20T01:39:47.420Z,33.4965,-116.7768333,4.09,0.38,ml,20,79,0.02523,0.13,ci,ci39837943,2021-10-20T16:20:22.429Z,"10km NE of Aguanga, CA",earthquake,0.21,0.39,0.059,3,reviewed,ci,ci
2021-10-20T01:21:27.107Z,-45.6902,-77.8288,10,4.2,mb,,251,3.942,0.41,us,us6000fw0p,2021-10-20T02:29:30.040Z,"Off the coast of Aisen, Chile",earthquake,12.2,2,0.264,4,reviewed,us,us
2021-10-20T01:17:26.230Z,36.2146667,-117.8596667,5.93,1.39,ml,29,52,0.09697,0.12,ci,ci39837927,2021-10-20T16:14:51.393Z,"15km ESE of Olancha, CA",earthquake,0.19,0.51,0.103,8,reviewed,ci,ci
2021-10-20T01:15:34.830Z,36.2158333,-117.8601667,4.9,2.89,ml,38,52,0.09815,0.14,ci,ci39837919,2021-10-20T16:09:32.430Z,"15km ESE of Olancha, CA",earthquake,0.16,0.73,0.182,82,reviewed,ci,ci
2021-10-20T00:51:11.723Z,38.7031,-118.781,0,1.3,ml,17,108.27,0.365,0.302,nn,nn00826203,2021-10-20T00:54:29.882Z,"6 km NNW of Walker Lake, Nevada",earthquake,,35.3,0.17,7,automatic,nn,nn
2021-10-20T00:47:23.420Z,19.3381671905518,-155.125503540039,2.85999989509583,1.88,ml,33,131,,0.189999998,hv,hv72762842,2021-10-20T00:52:53.230Z,"14 km S of Fern Forest, Hawaii",earthquake,0.49,0.850000024,0.36,5,automatic,hv,hv
2021-10-20T00:46:08.550Z,33.1975,-115.7045,15.68,1.31,ml,8,153,0.07018,0.12,ci,ci39837911,2021-10-20T14:59:12.703Z,"17km S of Bombay Beach, CA",earthquake,0.69,0.82,0.134,3,reviewed,ci,ci
2021-10-20T00:42:22.900Z,38.7921677,-122.8103333,3.89,0.56,md,6,108,0.006851,0.01,nc,nc73641615,2021-10-20T00:56:13.364Z,"5km WNW of The Geysers, CA",earthquake,0.84,2.64,0.35,2,automatic,nc,nc
2021-10-20T00:38:45.398Z,60.2411,-152.6094,110.7,1.8,ml,,,,0.42,ak,ak021dgkoxdy,2021-10-20T18:50:44.040Z,"56 km WNW of Ninilchik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-20T00:18:08.880Z,38.0545006,-118.7526703,15.51,2.67,md,46,110,0.2771,0.1,nc,nc73641610,2021-10-20T18:45:47.040Z,"29km SE of Bodie, CA",earthquake,0.44,1.15,0.17,41,automatic,nc,nc
2021-10-20T00:06:46.760Z,45.1825,-112.4175,-2,1.47,ml,20,90,0.22,0.19,mb,mb80527449,2021-10-20T14:31:52.800Z,"17 km ESE of Dillon, Montana",quarry blast,0.4,31.61,0.314,9,reviewed,mb,mb
2021-10-19T23:42:40.090Z,38.498,-119.424,0.13,1.19,md,10,153,0.01279,0.05,nc,nc73641605,2021-10-20T09:04:11.388Z,"5km ESE of Walker, CA",earthquake,0.53,0.24,0.243,7,reviewed,nc,nc
2021-10-19T23:41:50.620Z,38.8191681,-122.7600021,1.57,0.85,md,9,187,0.01369,0.03,nc,nc73641600,2021-10-20T00:00:12.627Z,"3km W of Cobb, CA",earthquake,0.56,0.73,,1,automatic,nc,nc
2021-10-19T23:37:18.580Z,35.959,-117.6791667,4.09,0.83,ml,19,55,0.02585,0.08,ci,ci39837879,2021-10-20T15:31:18.019Z,"21km E of Little Lake, CA",earthquake,0.15,0.23,0.124,11,reviewed,ci,ci
2021-10-19T23:33:31.870Z,38.7915001,-122.7600021,2.35,0.84,md,8,113,0.009114,0.01,nc,nc73641595,2021-10-20T01:57:14.073Z,"2km N of The Geysers, CA",earthquake,1.19,1.67,0.45,2,automatic,nc,nc
2021-10-19T23:32:18.534Z,31.716,-103.9877,7.64,2.7,ml,,50,0.222,0.69,us,us6000fw08,2021-10-20T00:06:20.040Z,"36 km W of Mentone, Texas",earthquake,5.3,4.6,0.045,66,reviewed,us,us
2021-10-19T23:30:05.962Z,50.2508,178.7926,10,4.9,mb,,128,1.713,0.84,us,us6000fw0b,2021-10-20T14:03:27.742Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5.2,1.2,0.033,281,reviewed,us,us
2021-10-19T23:27:21.510Z,35.035,-117.6831667,-0.82,1.05,ml,27,54,0.101,0.18,ci,ci39837863,2021-10-20T15:26:09.176Z,"5km NW of Boron, CA",quarry blast,0.4,31.61,0.148,6,reviewed,ci,ci
2021-10-19T23:22:18.810Z,38.5485,-119.5196667,4.41,1.3,md,14,68,0.03738,0.09,nc,nc73641590,2021-10-20T11:59:10.990Z,"5km NW of Walker, CA",earthquake,0.4,0.49,0.059,8,reviewed,nc,nc
2021-10-19T23:18:14.027Z,56.8273,-155.8092,5.2,2.7,ml,,,,0.57,ak,ak021dfaq745,2021-10-20T18:35:23.040Z,"100 km W of Akhiok, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-10-19T23:18:05.090Z,33.6733333,-116.7548333,12.68,0.87,ml,22,53,0.05073,0.15,ci,ci39837847,2021-10-20T13:46:18.863Z,"8km SSW of Idyllwild, CA",earthquake,0.3,0.52,0.158,16,reviewed,ci,ci
2021-10-19T23:00:47.740Z,36.8308333,-113.6658333,15.11,1.43,md,8,218,0.3803,0.04,uu,uu60463892,2021-10-20T16:11:57.190Z,"24 km ESE of Littlefield, Arizona",earthquake,0.83,0.64,0.376,6,reviewed,uu,uu
2021-10-19T22:55:19.930Z,33.4921667,-116.7778333,4.39,0.81,ml,32,33,0.02757,0.17,ci,ci39837831,2021-10-20T15:20:00.677Z,"10km NE of Aguanga, CA",earthquake,0.17,0.4,0.143,12,reviewed,ci,ci
2021-10-19T22:50:11.150Z,19.1989994049072,-155.410339355469,31.8400001525879,1.82000005,md,25,165,,0.140000001,hv,hv72762727,2021-10-19T22:53:25.040Z,"7 km E of Pāhala, Hawaii",earthquake,0.81,0.75,0.449999988,6,automatic,hv,hv
2021-10-19T22:38:39.080Z,33.4875,-116.783,2.95,1.44,ml,66,21,0.02873,0.19,ci,ci39837823,2021-10-20T15:11:45.580Z,"9km ENE of Aguanga, CA",earthquake,0.14,0.4,0.131,32,reviewed,ci,ci
2021-10-19T22:28:42.380Z,19.438,-67.0681,11,2.98,md,7,238,0.9715,0.49,pr,pr2021292010,2021-10-19T22:43:25.223Z,"103 km N of Isabela, Puerto Rico",earthquake,3.03,5.53,0.21,5,reviewed,pr,pr
2021-10-19T22:12:24.579Z,10.966,124.8438,10,4.4,mb,,142,3.939,0.54,us,us6000fw7m,2021-10-20T18:25:51.917Z,"2 km ENE of San Pedro, Philippines",earthquake,9.9,1.6,0.162,11,reviewed,us,us
2021-10-19T22:10:48.696Z,41.5739,142.9269,40.59,4.5,mb,,134,0.473,0.67,us,us6000fw02,2021-10-19T22:39:13.040Z,"96 km SSE of Shizunai-furukawachō, Japan",earthquake,6.8,7.5,0.097,31,reviewed,us,us
2021-10-19T22:09:26.332Z,31.71807155,-104.0050945,7.365551758,2.9,ml,28,54,0.02594497053,0.3,tx,tx2021unjg,2021-10-19T22:31:28.873Z,"38 km W of Mentone, Texas",earthquake,1.312584298,0.7833571595999999,0.1,36,reviewed,tx,tx
2021-10-19T21:58:39.000Z,44.5741667,-115.0628333,8.2,1.83,md,13,75,0.758,0.21,mb,mb80527429,2021-10-19T23:12:32.460Z,"40 km NNW of Stanley, Idaho",earthquake,0.59,1.14,,1,reviewed,mb,mb
2021-10-19T21:56:42.990Z,36.5326653,-121.784668,8.37,1.64,md,6,142,0.03505,0.07,nc,nc73641585,2021-10-20T13:25:54.200Z,"3km NNW of Carmel Valley Village, CA",earthquake,1.06,0.89,0.33,7,automatic,nc,nc
2021-10-19T21:49:46.853Z,60.1341,-151.5576,40.3,1.7,ml,,,,0.81,ak,ak021df9q1le,2021-10-19T21:54:02.998Z,"11 km NNE of Ninilchik, Alaska",earthquake,,1.9,,,automatic,ak,ak
2021-10-19T21:49:44.684Z,60.0688,-138.2379,3.08,3.4,ml,,119,0.842,0.52,us,us6000fvzr,2021-10-20T01:10:41.275Z,"86 km SSW of Haines Junction, Canada",earthquake,3.3,7.5,0.043,70,reviewed,us,us
2021-10-19T21:44:37.860Z,19.2233333587646,-155.418502807617,31.2999992370605,1.84000003,md,26,140,,0.129999995,hv,hv72762677,2021-10-19T21:47:58.270Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.64,1.02999997,0.370000005,5,automatic,hv,hv
2021-10-19T21:37:08.350Z,45.0241667,-114.4331667,6.76,1.81,ml,11,118,0.41,0.19,mb,mb80527399,2021-10-19T23:10:01.230Z,"45 km WSW of Salmon, Idaho",earthquake,0.88,2.12,0.111,12,reviewed,mb,mb
2021-10-19T21:30:21.640Z,36.2186667,-117.8596667,5.27,1.26,ml,25,69,0.101,0.15,ci,ci39837735,2021-10-19T21:52:37.697Z,"15km ESE of Olancha, CA",earthquake,0.2,0.68,0.306,13,reviewed,ci,ci
2021-10-19T21:26:51.880Z,38.838665,-122.8253326,2.18,1.43,md,8,136,0.0299,0.02,nc,nc73641575,2021-10-20T00:00:11.627Z,"9km WNW of Cobb, CA",earthquake,0.46,0.87,0.05,8,automatic,nc,nc
2021-10-19T21:19:46.258Z,59.6417,-151.1423,41.2,1.1,ml,,,,0.14,ak,ak021df9jm2p,2021-10-19T21:23:34.755Z,"6 km NE of Halibut Cove, Alaska",earthquake,,1,,,automatic,ak,ak
2021-10-19T21:17:39.130Z,58.2856666666667,-154.987333333333,2.62,-0.28,ml,8,132,,0.1,av,av91042718,2021-10-20T03:21:17.930Z,"85 km NNW of Karluk, Alaska",earthquake,0.26,0.4,0.271155316233796,8,reviewed,av,av
2021-10-19T21:11:18.354Z,-47.1014,165.7075,14.48,4.7,mb,,119,1.151,1.1,us,us6000fvzd,2021-10-19T21:27:18.040Z,"195 km WSW of Riverton, New Zealand",earthquake,8.2,5.4,0.133,17,reviewed,us,us
2021-10-19T21:02:59.890Z,36.3525,-117.4678333,-0.3,0.33,ml,7,237,0.1289,0.1,ci,ci39837711,2021-10-19T21:43:24.981Z,"40km SW of Stovepipe Wells, CA",earthquake,0.39,0.48,0.041,1,reviewed,ci,ci
2021-10-19T20:47:41.350Z,38.1546,-117.8963,7.8,1,ml,13,94.34,0.019,0.0937,nn,nn00826187,2021-10-20T02:38:50.095Z,"32 km SE of Mina, Nevada",earthquake,,0.8,0.26,8,reviewed,nn,nn
2021-10-19T20:33:22.080Z,33.6865,-116.7531667,14.33,0.43,ml,17,135,0.04077,0.16,ci,ci39837687,2021-10-19T21:34:16.290Z,"7km SSW of Idyllwild, CA",earthquake,0.45,0.63,0.082,6,reviewed,ci,ci
2021-10-19T20:25:53.901Z,56.284,-156.6201,16.7,2.9,ml,,,,0.45,ak,ak021df8zhgu,2021-10-19T22:13:25.040Z,"110 km E of Chignik, Alaska",earthquake,,1.5,,,automatic,ak,ak
2021-10-19T20:22:15.260Z,19.2105007171631,-155.414672851562,33.6599998474121,1.75,md,31,152,,0.119999997,hv,hv72762557,2021-10-19T20:25:27.640Z,"6 km E of Pāhala, Hawaii",earthquake,0.69,1.13,0.75,7,automatic,hv,hv
2021-10-19T20:17:32.310Z,38.8146667,-122.7959976,2.38,1.06,md,9,127,0.006711,0.04,nc,nc73641555,2021-10-19T22:41:16.137Z,"5km NW of The Geysers, CA",earthquake,0.34,0.52,0.18,7,automatic,nc,nc
2021-10-19T20:13:26.120Z,38.7858315,-122.7633362,0.86,1.61,md,12,113,0.02056,0.07,nc,nc73641550,2021-10-19T22:10:12.965Z,"1km NNW of The Geysers, CA",earthquake,0.35,0.62,0.06,7,automatic,nc,nc
2021-10-19T20:07:39.280Z,38.7911682,-122.7354965,1.89,1.16,md,9,130,0.007978,0.02,nc,nc73641545,2021-10-19T21:44:14.170Z,"2km NE of The Geysers, CA",earthquake,0.33,0.6,0.28,4,automatic,nc,nc
2021-10-19T20:05:42.155Z,58.8036,-151.9424,20.8,2.1,ml,,,,0.67,ak,ak021df8v64n,2021-10-19T20:09:03.644Z,"61 km S of Port Graham, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-19T20:02:46.660Z,39.4313333,-110.3181667,-1.18,1.58,md,7,192,0.009001,0.03,uu,uu60463867,2021-10-19T22:10:15.600Z,"14 km SSE of Sunnyside, Utah",earthquake,0.87,0.36,0.122,7,reviewed,uu,uu
2021-10-19T19:59:32.240Z,33.8701667,-117.504,2.72,0.99,ml,22,70,0.07195,0.13,ci,ci39837639,2021-10-19T21:30:24.612Z,"2km ESE of Home Gardens, CA",quarry blast,0.25,0.45,0.08,10,reviewed,ci,ci
2021-10-19T19:58:13.160Z,33.1446667,-117.1525,-0.2,0.85,ml,19,94,0.03349,0.21,ci,ci39837631,2021-10-19T21:23:51.331Z,"1km E of San Marcos, CA",quarry blast,0.43,31.61,0.066,5,reviewed,ci,ci
2021-10-19T19:53:26.476Z,8.1065,-83.2424,46.62,4.5,mb,,157,0.312,1.05,us,us6000fvyw,2021-10-20T01:34:36.012Z,"41 km W of Limones, Panama",earthquake,7.8,6.8,0.27,4,reviewed,us,us
2021-10-19T19:48:58.214Z,62.902,-151.1954,115.1,2.2,ml,,,,0.38,ak,ak021df8izig,2021-10-19T19:54:22.062Z,"50 km NNW of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-10-19T19:44:38.910Z,34.9405,-119.113,13.85,1.34,ml,12,182,0.1304,0.13,ci,ci39837607,2021-10-19T21:20:18.764Z,"11km NNE of Pine Mountain Club, CA",earthquake,0.47,0.75,0.187,3,reviewed,ci,ci
2021-10-19T19:39:31.681Z,61.1328,-149.2813,31.3,1.8,ml,,,,0.67,ak,ak021df8h027,2021-10-19T19:45:00.851Z,"22 km NNW of Girdwood, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-19T19:38:10.793Z,61.2195,-147.0668,7,1.9,ml,,,,0.16,ak,ak021df8gqqf,2021-10-19T19:41:40.299Z,"39 km WNW of Valdez, Alaska",earthquake,,6.1,,,automatic,ak,ak
2021-10-19T19:37:16.765Z,60.5576,-151.7346,72.8,1.4,ml,,,,0.6,ak,ak021df8gjhd,2021-10-19T19:41:40.166Z,"23 km WSW of Salamatof, Alaska",earthquake,,1.9,,,automatic,ak,ak
2021-10-19T19:35:45.795Z,38.1378,-117.9879,9,1.1,ml,15,138.72,0.023,0.1352,nn,nn00826182,2021-10-20T02:38:48.325Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,0.33,9,reviewed,nn,nn
2021-10-19T19:35:44.650Z,36.2158333,-117.8636667,4.35,1.41,ml,21,67,0.09831,0.16,ci,ci39837591,2021-10-19T20:51:36.530Z,"15km ESE of Olancha, CA",earthquake,0.33,0.92,0.149,19,reviewed,ci,ci
2021-10-19T19:27:45.770Z,36.2195,-117.8556667,3.59,2,ml,23,69,0.1017,0.17,ci,ci39837583,2021-10-19T20:51:40.180Z,"15km ESE of Olancha, CA",earthquake,0.32,0.87,0.215,26,reviewed,ci,ci
2021-10-19T19:26:01.184Z,59.4981,-153.0613,96.5,2.2,ml,,,,0.35,ak,ak021df8e5f2,2021-10-19T19:30:48.888Z,"66 km WNW of Nanwalek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-19T19:18:46.670Z,33.6766667,-116.7595,14,0.57,ml,17,70,0.05111,0.11,ci,ci39837551,2021-10-19T20:10:51.841Z,"8km SSW of Idyllwild, CA",earthquake,0.28,0.49,0.135,3,reviewed,ci,ci
2021-10-19T19:17:00.370Z,33.67,-116.7533333,14.85,0.52,ml,15,78,0.05246,0.14,ci,ci37482837,2021-10-19T21:00:59.356Z,"8km SSW of Idyllwild, CA",earthquake,0.44,0.7,0.059,5,reviewed,ci,ci
2021-10-19T19:16:55.570Z,33.68,-116.758,14.67,0.7,ml,23,63,0.04798,0.12,ci,ci39837535,2021-10-19T20:53:12.250Z,"8km SSW of Idyllwild, CA",earthquake,0.25,0.34,0.157,8,reviewed,ci,ci
2021-10-19T19:11:10.090Z,33.6611667,-116.7676667,13.84,2.78,ml,119,13,0.06691,0.19,ci,ci39837511,2021-10-20T13:21:17.336Z,"10km SSW of Idyllwild, CA",earthquake,0.1,0.2,0.213,21,reviewed,ci,ci
2021-10-19T19:06:57.190Z,36.9943333,-119.8271667,8.05,1.79,md,8,194,0.09594,0.17,nc,nc73641515,2021-10-19T20:31:11.648Z,"4km ENE of Bonadelle Ranchos-Madera Ranchos, CA",earthquake,0.98,1.12,0.138,8,reviewed,nc,nc
2021-10-19T19:05:58.610Z,49.0941666666667,-122.146833333333,-0.65,1.34,ml,6,284,0.1042,0.27,uw,uw61782577,2021-10-20T16:30:07.210Z,"8 km ENE of Abbotsford, Canada",explosion,2.82,31.61,0.0299576279979032,1,reviewed,uw,uw
